id,name,category,school_id,riasec_code,heat,employment_rate,intro,core_courses,career_paths,industry_outlook,suits
A621_f60e7241,密码科学与技术,理学,A621,IR,50.0,0.85,,,,,
A621_49935f0b,供应链管理,管理学,A621,EC,50.0,0.85,,,,,
A621_aa3f7342,英语,文学,A621,AS,50.0,0.85,,,,,
A621_6a422c4d,金融工程,经济学,A621,IE,50.0,0.85,,,,,
A621_46a4a68a,社会工作,工学,A621,RI,50.0,0.85,,,,,
A621_68ada59f,经济统计学,经济学,A621,IE,50.0,0.85,,,,,
A621_3e2d31c8,环境工程,工学,A621,RI,50.0,0.85,,,,,
A621_00b3121e,工程管理,管理学,A621,EC,50.0,0.85,,,,,
A621_65072ce5,国际经济与贸易,经济学,A621,IE,50.0,0.85,,,,,
D705_5f2ebb4c,临床医学,医学,D705,IS,50.0,0.85,,,,,
D673_2782407f,汉语言文学,文学,D673,AS,50.0,0.85,,,,,
D673_65072ce5,国际经济与贸易,经济学,D673,IE,50.0,0.85,,,,,
D673_14fae387,日语,文学,D673,AS,50.0,0.85,,,,,
D673_4256513d,财务管理,管理学,D673,EC,50.0,0.85,,,,,
D673_2f88eb15,网络与新媒体,工学,D673,RI,50.0,0.85,,,,,
D673_16bfbf6d,翻译,文学,D673,AS,50.0,0.85,,,,,
D673_8240d8bd,国际新闻与传播,文学,D673,AS,50.0,0.85,,,,,
D673_aa3f7342,英语,文学,D673,AS,50.0,0.85,,,,,
D673_9a7e9795,健康服务与管理,管理学,D673,EC,50.0,0.85,,,,,
D673_b82b453b,汉语国际教育,教育学,D673,SI,50.0,0.85,,,,,
D673_481e1720,商务英语,文学,D673,AS,50.0,0.85,,,,,
D673_0bbd8357,俄语,文学,D673,AS,50.0,0.85,,,,,
D673_d1b73fc5,德语,文学,D673,AS,50.0,0.85,,,,,
D673_0dbcedf0,西班牙语,文学,D673,AS,50.0,0.85,,,,,
D673_48f2e170,法语,文学,D673,AS,50.0,0.85,,,,,
D673_884732a3,朝鲜语,工学,D673,RI,50.0,0.85,,,,,
D673_cdc6585a,物流管理,管理学,D673,EC,50.0,0.85,,,,,
D673_e5a6b730,会展经济与管理,经济学,D673,IE,50.0,0.85,,,,,
D673_4be92080,越南语,工学,D673,RI,50.0,0.85,,,,,
D673_de48afd3,葡萄牙语,工学,D673,RI,50.0,0.85,,,,,
D673_b3f12b93,学前教育,教育学,D673,SI,50.0,0.85,,,,,
D673_197ffeaf,意大利语,工学,D673,RI,50.0,0.85,,,,,
D673_587a3e69,跨境电子商务,管理学,D673,EC,50.0,0.85,,,,,
D673_b287a958,阿拉伯语,工学,D673,RI,50.0,0.85,,,,,
D673_82822288,泰语,工学,D673,RI,50.0,0.85,,,,,
D673_5a018655,酒店管理,管理学,D673,EC,50.0,0.85,,,,,
D673_c00ac3f3,马来语,工学,D673,RI,50.0,0.85,,,,,
D673_0446be65,捷克语,工学,D673,RI,50.0,0.85,,,,,
D673_9ed364b7,波兰语,工学,D673,RI,50.0,0.85,,,,,
D673_54c37d32,匈牙利语,工学,D673,RI,50.0,0.85,,,,,
D673_7bb5cdfb,融媒体技术与运营,工学,D673,RI,50.0,0.85,,,,,
D673_d8ef589f,信息安全技术应用,工学,D673,RI,50.0,0.85,,,,,
D673_80455c81,研学旅行管理与服务,管理学,D673,EC,50.0,0.85,,,,,
B079_f9afc305,工商管理,管理学,B079,EC,50.0,0.85,,,,,
B079_79534ba3,化学,理学,B079,IR,50.0,0.85,,,,,
B079_e62376d6,旅游管理,管理学,B079,EC,50.0,0.85,,,,,
B079_e5a6b730,会展经济与管理,经济学,B079,IE,50.0,0.85,,,,,
B079_8e153a1f,广播电视编导,工学,B079,RI,50.0,0.85,,,,,
B079_1b294bf6,工程造价,工学,B079,RI,50.0,0.85,,,,,
B079_afe1eaff,数据科学与大数据技术,理学,B079,IR,50.0,0.85,,,,,
B079_49ba25b1,土木工程,工学,B079,RI,50.0,0.85,,,,,
B116_175f7b6a,自动化,工学,B116,RI,50.0,0.85,,,,,
B116_9a8524b9,软件工程,工学,B116,RI,50.0,0.85,,,,,
B116_84396dfd,电子信息工程,工学,B116,RI,50.0,0.85,,,,,
B116_39f857b3,网络工程,工学,B116,RI,50.0,0.85,,,,,
B116_d36cf31a,金融科技,经济学,B116,IE,50.0,0.85,,,,,
E547_f30736f3,航空发动机制造技术,工学,E547,RI,50.0,0.85,,,,,
E389_aa3f7342,英语,文学,E389,AS,50.0,0.85,,,,,
E389_0531f90f,资产评估,工学,E389,RI,50.0,0.85,,,,,
E389_e3a4ddff,电子科学与技术,理学,E389,IR,50.0,0.85,,,,,
E389_53ffbecd,智能车辆工程,工学,E389,RI,50.0,0.85,,,,,
E389_3486b2ec,食品质量与安全,工学,E389,RI,50.0,0.85,,,,,
A616_9a8524b9,软件工程,工学,A616,RI,50.0,0.85,,,,,
A616_2c7dc49e,电气工程及其自动化,工学,A616,RI,50.0,0.85,,,,,
A616_444cff4b,会计学,管理学,A616,EC,50.0,0.85,,,,,
A616_4256513d,财务管理,管理学,A616,EC,50.0,0.85,,,,,
A616_93824d33,通信工程,工学,A616,RI,50.0,0.85,,,,,
A616_42f28426,新能源科学与工程,理学,A616,IR,50.0,0.85,,,,,
A616_fed416a3,数字媒体技术,工学,A616,RI,50.0,0.85,,,,,
A616_ffbd6a28,核工程类,工学,A616,RI,50.0,0.85,,,,,
A616_c623ac23,思想政治教育,教育学,A616,SI,50.0,0.85,,,,,
A616_eefc105e,核化工与核燃料工程,工学,A616,RI,50.0,0.85,,,,,
A616_7776202f,机械工程,工学,A616,RI,50.0,0.85,,,,,
A616_7358a7db,新能源材料与器件,工学,A616,RI,50.0,0.85,,,,,
A616_8e5f53f9,测控技术与仪器,工学,A616,RI,50.0,0.85,,,,,
A616_28fa8a95,经济学,经济学,A616,IE,50.0,0.85,,,,,
A616_bf991b45,数学与应用数学,理学,A616,IR,50.0,0.85,,,,,
A616_aaf6fc8c,社会学,法学,A616,SE,50.0,0.85,,,,,
A616_5f81dfe7,人力资源管理,管理学,A616,EC,50.0,0.85,,,,,
A616_3a540716,应用物理学,理学,A616,IR,50.0,0.85,,,,,
A616_aa3f7342,英语,文学,A616,AS,50.0,0.85,,,,,
A616_e345d842,石油工程,工学,A616,RI,50.0,0.85,,,,,
A616_064cbc4e,地质学,理学,A616,IR,50.0,0.85,,,,,
A616_b2235cac,行星科学,理学,A616,IR,50.0,0.85,,,,,
A616_a1194693,测绘工程,工学,A616,RI,50.0,0.85,,,,,
A616_481e1720,商务英语,文学,A616,AS,50.0,0.85,,,,,
A616_9447d746,遥感科学与技术,理学,A616,IR,50.0,0.85,,,,,
A616_3cdf4106,地质工程,理学,A616,IR,50.0,0.85,,,,,
A616_e9ddbbd3,应用统计学,理学,A616,IR,50.0,0.85,,,,,
A616_859e25d2,广播电视学,工学,A616,RI,50.0,0.85,,,,,
A616_1b7dfe8a,空间科学与技术,理学,A616,IR,50.0,0.85,,,,,
A616_547cbe03,油气储运工程,工学,A616,RI,50.0,0.85,,,,,
A616_5f848fab,地球物理学,理学,A616,IR,50.0,0.85,,,,,
A616_46129690,电子商务,管理学,A616,EC,50.0,0.85,,,,,
A616_f42d7a2f,计算机科学与技术,理学,A616,IR,50.0,0.85,,,,,
A616_d4b2f158,资源勘查工程,工学,A616,RI,50.0,0.85,,,,,
A616_ecce1d27,材料科学与工程,理学,A616,IR,50.0,0.85,,,,,
A616_859b5b98,市场营销,管理学,A616,EC,50.0,0.85,,,,,
A616_581d2c55,工业设计,艺术学,A616,AE,50.0,0.85,,,,,
A616_c9d36cc2,化学工程与工艺,理学,A616,IR,50.0,0.85,,,,,
A616_ff9ed8b4,工程力学,工学,A616,RI,50.0,0.85,,,,,
A616_2c2d4a1a,应用化学,理学,A616,IR,50.0,0.85,,,,,
A616_14fae387,日语,文学,A616,AS,50.0,0.85,,,,,
A616_8e153a1f,广播电视编导,工学,A616,RI,50.0,0.85,,,,,
A616_3a08bd13,环境科学与工程,理学,A616,IR,50.0,0.85,,,,,
A616_00b3121e,工程管理,管理学,A616,EC,50.0,0.85,,,,,
A616_14285459,勘查技术与工程,工学,A616,RI,50.0,0.85,,,,,
A616_a09f710a,地质学类,理学,A616,IR,50.0,0.85,,,,,
A616_364e73e9,地下水科学与工程,理学,A616,IR,50.0,0.85,,,,,
A616_d80495b6,环境科学与工程类,理学,A616,IR,50.0,0.85,,,,,
A616_f9afc305,工商管理,管理学,A616,EC,50.0,0.85,,,,,
A616_49ba25b1,土木工程,工学,A616,RI,50.0,0.85,,,,,
D668_444cff4b,会计学,管理学,D668,EC,50.0,0.85,,,,,
D668_2f88eb15,网络与新媒体,工学,D668,RI,50.0,0.85,,,,,
D668_eba295c9,核工程与核技术,工学,D668,RI,50.0,0.85,,,,,
D668_2c7dc49e,电气工程及其自动化,工学,D668,RI,50.0,0.85,,,,,
D668_c648e1cd,智能建造,工学,D668,RI,50.0,0.85,,,,,
D668_f42d7a2f,计算机科学与技术,理学,D668,IR,50.0,0.85,,,,,
B553_481e1720,商务英语,文学,B553,AS,50.0,0.85,,,,,
B553_665b8ddf,数字化染整技术,工学,B553,RI,50.0,0.85,,,,,
B553_08ffaa27,工程造价,工学,B553,RI,50.0,0.85,,,,,
B553_25627c26,连锁经营与管理,管理学,B553,EC,50.0,0.85,,,,,
C064_d5c24e6d,飞机机电设备维修,工学,C064,RI,50.0,0.85,,,,,
C064_ccc169aa,飞机电子设备维修,工学,C064,RI,50.0,0.85,,,,,
C064_0248f102,电气自动化技术,工学,C064,RI,50.0,0.85,,,,,
C064_9c7944a7,通用航空器维修,工学,C064,RI,50.0,0.85,,,,,
C064_a5b3a487,无人机应用技术,工学,C064,RI,50.0,0.85,,,,,
C064_be68c7a2,航空发动机维修技术,工学,C064,RI,50.0,0.85,,,,,
C064_7da91de9,航空物流管理,管理学,C064,EC,50.0,0.85,,,,,
C064_e9160697,飞行器数字化装配技术,工学,C064,RI,50.0,0.85,,,,,
C064_8fd7c9ad,电子信息工程技术,工学,C064,RI,50.0,0.85,,,,,
C064_7a8ae35f,航空复合材料成型与加工技术,工学,C064,RI,50.0,0.85,,,,,
C064_4ba01054,航空材料精密成型技术,工学,C064,RI,50.0,0.85,,,,,
C064_846512ac,工业机器人技术,工学,C064,RI,50.0,0.85,,,,,
C064_d7b64ffa,应用电子技术,工学,C064,RI,50.0,0.85,,,,,
C064_b2c69533,空中乘务,工学,C064,RI,50.0,0.85,,,,,
C969_cd813457,数字媒体技术,工学,C969,RI,50.0,0.85,,,,,
C969_5edc3804,大数据与财务管理,管理学,C969,EC,50.0,0.85,,,,,
D670_4256513d,财务管理,管理学,D670,EC,50.0,0.85,,,,,
D670_5a018655,酒店管理,管理学,D670,EC,50.0,0.85,,,,,
D670_e5a6b730,会展经济与管理,经济学,D670,IE,50.0,0.85,,,,,
D670_859b5b98,市场营销,管理学,D670,EC,50.0,0.85,,,,,
D670_ce2a6a31,旅游管理与服务教育,教育学,D670,SI,50.0,0.85,,,,,
D670_fe4eae5e,物业管理,管理学,D670,EC,50.0,0.85,,,,,
D670_925800a4,烹饪与营养教育,教育学,D670,SI,50.0,0.85,,,,,
D903_444cff4b,会计学,管理学,D903,EC,50.0,0.85,,,,,
D903_2782407f,汉语言文学,文学,D903,AS,50.0,0.85,,,,,
D903_2f88eb15,网络与新媒体,工学,D903,RI,50.0,0.85,,,,,
D903_1327dc49,审计学,管理学,D903,EC,50.0,0.85,,,,,
D903_4256513d,财务管理,管理学,D903,EC,50.0,0.85,,,,,
D903_931c1a66,新闻学,文学,D903,AS,50.0,0.85,,,,,
D903_65072ce5,国际经济与贸易,经济学,D903,IE,50.0,0.85,,,,,
D903_aa3f7342,英语,文学,D903,AS,50.0,0.85,,,,,
D903_14fae387,日语,文学,D903,AS,50.0,0.85,,,,,
D903_fa111c03,金融学类,经济学,D903,IE,50.0,0.85,,,,,
D903_ed84e193,行政管理,管理学,D903,EC,50.0,0.85,,,,,
D903_e9eadee8,工商管理类,管理学,D903,EC,50.0,0.85,,,,,
D903_49935f0b,供应链管理,管理学,D903,EC,50.0,0.85,,,,,
D903_0f68690e,投资学,经济学,D903,IE,50.0,0.85,,,,,
D903_f2d34b34,国际商务,工学,D903,RI,50.0,0.85,,,,,
D903_48f2e170,法语,文学,D903,AS,50.0,0.85,,,,,
D903_481e1720,商务英语,文学,D903,AS,50.0,0.85,,,,,
D903_8e153a1f,广播电视编导,工学,D903,RI,50.0,0.85,,,,,
D903_1b294bf6,工程造价,工学,D903,RI,50.0,0.85,,,,,
D903_2f98f08d,智能科学与技术,理学,D903,IR,50.0,0.85,,,,,
D903_9aaf36a4,机械设计制造及其自动化,艺术学,D903,AE,50.0,0.85,,,,,
D903_7a8ffa6f,机械电子工程,工学,D903,RI,50.0,0.85,,,,,
D903_7ae2d684,计算机类,工学,D903,RI,50.0,0.85,,,,,
D903_e8d2189a,电子信息类,工学,D903,RI,50.0,0.85,,,,,
D903_c7d86068,人工智能,工学,D903,RI,50.0,0.85,,,,,
D903_5de8b6c9,物联网工程,工学,D903,RI,50.0,0.85,,,,,
D903_786ac58d,机器人工程,工学,D903,RI,50.0,0.85,,,,,
D903_a98dc434,新媒体技术,工学,D903,RI,50.0,0.85,,,,,
D903_00b3121e,工程管理,管理学,D903,EC,50.0,0.85,,,,,
D903_7019d881,智能工程与创意设计,艺术学,D903,AE,50.0,0.85,,,,,
D903_68ada59f,经济统计学,经济学,D903,IE,50.0,0.85,,,,,
D903_49ba25b1,土木工程,工学,D903,RI,50.0,0.85,,,,,
D903_0406904e,大数据管理与应用,管理学,D903,EC,50.0,0.85,,,,,
E539_ac8a3619,临床医学,医学,E539,IS,50.0,0.85,,,,,
E539_9fd779fd,大数据与会计,管理学,E539,EC,50.0,0.85,,,,,
E539_d6274491,电气自动化技术,工学,E539,RI,50.0,0.85,,,,,
E539_6f6d9dcf,小学教育,教育学,E539,SI,50.0,0.85,,,,,
E539_c89c522f,药学,医学,E539,IS,50.0,0.85,,,,,
E539_a9cc3c82,护理,医学,E539,IS,50.0,0.85,,,,,
E539_8fd82b2e,工业机器人技术,工学,E539,RI,50.0,0.85,,,,,
E539_9cb122a5,食品生物技术,工学,E539,RI,50.0,0.85,,,,,
E539_f9f67f33,园林技术,农学,E539,RI,50.0,0.85,,,,,
E539_bd299fd9,网络营销与直播电商,工学,E539,RI,50.0,0.85,,,,,
E539_fb62dc13,绿色食品生产技术,工学,E539,RI,50.0,0.85,,,,,
E539_f2c17968,农产品加工与质量检测,工学,E539,RI,50.0,0.85,,,,,
E539_d5c24e6d,飞机机电设备维修,工学,E539,RI,50.0,0.85,,,,,
E539_b3f12b93,学前教育,教育学,E539,SI,50.0,0.85,,,,,
E528_9fd779fd,大数据与会计,管理学,E528,EC,50.0,0.85,,,,,
E528_12431835,高速铁路客运服务,工学,E528,RI,50.0,0.85,,,,,
E528_68343c70,计算机网络技术,工学,E528,RI,50.0,0.85,,,,,
E528_859b5b98,市场营销,管理学,E528,EC,50.0,0.85,,,,,
E528_6dd5e11e,中西面点工艺,工学,E528,RI,50.0,0.85,,,,,
E528_b2c69533,空中乘务,工学,E528,RI,50.0,0.85,,,,,
E528_41c06279,无人机应用技术,工学,E528,RI,50.0,0.85,,,,,
E528_518cfe08,餐饮智能管理,管理学,E528,EC,50.0,0.85,,,,,
E528_251a2590,西式烹饪工艺,工学,E528,RI,50.0,0.85,,,,,
E528_2285f991,婴幼儿托育服务与管理,管理学,E528,EC,50.0,0.85,,,,,
E528_2fbccc83,现代家政服务与管理,管理学,E528,EC,50.0,0.85,,,,,
E528_a0eed8ba,酒店管理与数字化运营,管理学,E528,EC,50.0,0.85,,,,,
E528_aa7301ca,烹饪工艺与营养,工学,E528,RI,50.0,0.85,,,,,
E528_8eb4c300,建筑工程技术,工学,E528,RI,50.0,0.85,,,,,
B117_3e090082,法学,法学,B117,SE,50.0,0.85,,,,,
B117_2782407f,汉语言文学,文学,B117,AS,50.0,0.85,,,,,
B117_aa3f7342,英语,文学,B117,AS,50.0,0.85,,,,,
B117_2c7dc49e,电气工程及其自动化,工学,B117,RI,50.0,0.85,,,,,
B117_618ed6be,高分子材料与工程,工学,B117,RI,50.0,0.85,,,,,
B117_28fa8a95,经济学,经济学,B117,IE,50.0,0.85,,,,,
B117_f9afc305,工商管理,管理学,B117,EC,50.0,0.85,,,,,
B117_1a2b1e08,生物技术,工学,B117,RI,50.0,0.85,,,,,
B117_341828dc,动物医学,医学,B117,IS,50.0,0.85,,,,,
B117_14fae387,日语,文学,B117,AS,50.0,0.85,,,,,
B117_0a345945,动物科学,农学,B117,RI,50.0,0.85,,,,,
B117_c9d36cc2,化学工程与工艺,理学,B117,IR,50.0,0.85,,,,,
B117_34964761,农学,农学,B117,RI,50.0,0.85,,,,,
B117_00b3121e,工程管理,管理学,B117,EC,50.0,0.85,,,,,
B117_eebc8813,植物保护,农学,B117,RI,50.0,0.85,,,,,
B117_9366ad39,建筑环境与能源应用工程,工学,B117,RI,50.0,0.85,,,,,
B117_bfe9293e,烹饪与营养教育,教育学,B117,SI,50.0,0.85,,,,,
B117_3e2d31c8,环境工程,工学,B117,RI,50.0,0.85,,,,,
B117_5a652a06,给排水科学与工程,理学,B117,IR,50.0,0.85,,,,,
B117_49ba25b1,土木工程,工学,B117,RI,50.0,0.85,,,,,
D987_4256513d,财务管理,管理学,D987,EC,50.0,0.85,,,,,
D987_65072ce5,国际经济与贸易,经济学,D987,IE,50.0,0.85,,,,,
D987_859b5b98,市场营销,管理学,D987,EC,50.0,0.85,,,,,
D987_9aaf36a4,机械设计制造及其自动化,艺术学,D987,AE,50.0,0.85,,,,,
D987_2c7dc49e,电气工程及其自动化,工学,D987,RI,50.0,0.85,,,,,
D754_17add3f2,机电一体化技术,工学,D754,RI,50.0,0.85,,,,,
D754_d6274491,电气自动化技术,工学,D754,RI,50.0,0.85,,,,,
D754_8fd82b2e,工业机器人技术,工学,D754,RI,50.0,0.85,,,,,
D754_2e8e55df,分析检验技术,医学,D754,IS,50.0,0.85,,,,,
D754_ab5022b0,飞行器数字化制造技术,工学,D754,RI,50.0,0.85,,,,,
D754_761939d4,复合材料智能制造技术,工学,D754,RI,50.0,0.85,,,,,
B462_d6274491,电气自动化技术,工学,B462,RI,50.0,0.85,,,,,
B462_a369200f,模具设计与制造,艺术学,B462,AE,50.0,0.85,,,,,
B462_481e1720,商务英语,文学,B462,AS,50.0,0.85,,,,,
B462_68343c70,计算机网络技术,工学,B462,RI,50.0,0.85,,,,,
B462_a0eed8ba,酒店管理与数字化运营,管理学,B462,EC,50.0,0.85,,,,,
B462_8eb4c300,建筑工程技术,工学,B462,RI,50.0,0.85,,,,,
A093_5f2ebb4c,临床医学,医学,A093,IS,50.0,0.85,,,,,
A093_0974e336,护理学,医学,A093,IS,50.0,0.85,,,,,
A093_18dee714,中西医临床医学,医学,A093,IS,50.0,0.85,,,,,
A093_37f74d5c,生物医学工程,医学,A093,IS,50.0,0.85,,,,,
E281_4bc9620a,口腔医学,医学,E281,IS,50.0,0.85,,,,,
E281_a9cc3c82,护理,医学,E281,IS,50.0,0.85,,,,,
E281_ac8a3619,临床医学,医学,E281,IS,50.0,0.85,,,,,
D428_9fd779fd,大数据与会计,管理学,D428,EC,50.0,0.85,,,,,
D428_17add3f2,机电一体化技术,工学,D428,RI,50.0,0.85,,,,,
D428_8fd82b2e,工业机器人技术,工学,D428,RI,50.0,0.85,,,,,
D428_46129690,电子商务,管理学,D428,EC,50.0,0.85,,,,,
D428_a369200f,模具设计与制造,艺术学,D428,AE,50.0,0.85,,,,,
D428_b9d45e04,民航运输服务,工学,D428,RI,50.0,0.85,,,,,
D428_b2c69533,空中乘务,工学,D428,RI,50.0,0.85,,,,,
C481_c623ac23,思想政治教育,教育学,C481,SI,50.0,0.85,,,,,
C481_1ef8b3b2,小学英语教育,教育学,C481,SI,50.0,0.85,,,,,
C481_bf1ac46f,计算机应用技术,工学,C481,RI,50.0,0.85,,,,,
C481_e62376d6,旅游管理,管理学,C481,EC,50.0,0.85,,,,,
C481_2ddd2196,数字媒体技术,工学,C481,RI,50.0,0.85,,,,,
B360_2782407f,汉语言文学,文学,B360,AS,50.0,0.85,,,,,
B360_49ba25b1,土木工程,工学,B360,RI,50.0,0.85,,,,,
E672_d3cb7907,机电设备技术,工学,E672,RI,50.0,0.85,,,,,
E672_ed84e193,行政管理,管理学,E672,EC,50.0,0.85,,,,,
E672_f2c17968,农产品加工与质量检测,工学,E672,RI,50.0,0.85,,,,,
E672_9938669d,村镇建设与管理,管理学,E672,EC,50.0,0.85,,,,,
E672_e5af3bf6,现代农业技术,农学,E672,RI,50.0,0.85,,,,,
E672_809fafc8,社会体育,工学,E672,RI,50.0,0.85,,,,,
E672_df3ab498,消防救援技术,工学,E672,RI,50.0,0.85,,,,,
E672_69b2c5f6,新能源汽车技术,工学,E672,RI,50.0,0.85,,,,,
D262_444cff4b,会计学,管理学,D262,EC,50.0,0.85,,,,,
D262_f9afc305,工商管理,管理学,D262,EC,50.0,0.85,,,,,
D262_14fae387,日语,文学,D262,AS,50.0,0.85,,,,,
D262_d6fb2099,建筑学,工学,D262,RI,50.0,0.85,,,,,
D262_f42d7a2f,计算机科学与技术,理学,D262,IR,50.0,0.85,,,,,
D262_2c7dc49e,电气工程及其自动化,工学,D262,RI,50.0,0.85,,,,,
D262_9a8524b9,软件工程,工学,D262,RI,50.0,0.85,,,,,
D262_76b7a70a,智能制造工程,工学,D262,RI,50.0,0.85,,,,,
D262_93824d33,通信工程,工学,D262,RI,50.0,0.85,,,,,
D262_786ac58d,机器人工程,工学,D262,RI,50.0,0.85,,,,,
D262_9aaf36a4,机械设计制造及其自动化,艺术学,D262,AE,50.0,0.85,,,,,
D262_f25bb6a7,光电信息科学与工程,理学,D262,IR,50.0,0.85,,,,,
D262_84396dfd,电子信息工程,工学,D262,RI,50.0,0.85,,,,,
D262_afe1eaff,数据科学与大数据技术,理学,D262,IR,50.0,0.85,,,,,
D262_00b3121e,工程管理,管理学,D262,EC,50.0,0.85,,,,,
D262_5a652a06,给排水科学与工程,理学,D262,IR,50.0,0.85,,,,,
D262_8b708225,智能飞行器技术,工学,D262,RI,50.0,0.85,,,,,
D262_3e2d31c8,环境工程,工学,D262,RI,50.0,0.85,,,,,
D262_0406904e,大数据管理与应用,管理学,D262,EC,50.0,0.85,,,,,
D262_0af9897f,增材制造工程,工学,D262,RI,50.0,0.85,,,,,
D262_49ba25b1,土木工程,工学,D262,RI,50.0,0.85,,,,,
D262_5edc3804,大数据与财务管理,管理学,D262,EC,50.0,0.85,,,,,
D262_41c06279,无人机应用技术,工学,D262,RI,50.0,0.85,,,,,
D262_ed875a16,计算机应用技术,工学,D262,RI,50.0,0.85,,,,,
D262_8fd82b2e,工业机器人技术,工学,D262,RI,50.0,0.85,,,,,
D262_56540ed1,机械设计与制造,艺术学,D262,AE,50.0,0.85,,,,,
D262_9827507d,应用英语,文学,D262,AS,50.0,0.85,,,,,
D262_859b5b98,市场营销,管理学,D262,EC,50.0,0.85,,,,,
D262_23ffe0d3,环境监测技术,工学,D262,RI,50.0,0.85,,,,,
D262_8eb4c300,建筑工程技术,工学,D262,RI,50.0,0.85,,,,,
D262_08ffaa27,工程造价,工学,D262,RI,50.0,0.85,,,,,
B556_8fff63b2,安全工程,工学,B556,RI,50.0,0.85,,,,,
B556_430b315f,冶金工程,工学,B556,RI,50.0,0.85,,,,,
B071_444cff4b,会计学,管理学,B071,EC,50.0,0.85,,,,,
B071_931c1a66,新闻学,文学,B071,AS,50.0,0.85,,,,,
B071_b82b453b,汉语国际教育,教育学,B071,SI,50.0,0.85,,,,,
B071_9a7e9795,健康服务与管理,管理学,B071,EC,50.0,0.85,,,,,
B071_0bbd8357,俄语,文学,B071,AS,50.0,0.85,,,,,
B071_fe4eae5e,物业管理,管理学,B071,EC,50.0,0.85,,,,,
B071_f42d7a2f,计算机科学与技术,理学,B071,IR,50.0,0.85,,,,,
B071_9aaf36a4,机械设计制造及其自动化,艺术学,B071,AE,50.0,0.85,,,,,
B071_bd7bc963,车辆工程,工学,B071,RI,50.0,0.85,,,,,
B071_635cbd00,数字经济,经济学,B071,IE,50.0,0.85,,,,,
B071_f25bb6a7,光电信息科学与工程,理学,B071,IR,50.0,0.85,,,,,
B071_e4f6285f,材料成型及控制工程,工学,B071,RI,50.0,0.85,,,,,
B071_0af9897f,增材制造工程,工学,B071,RI,50.0,0.85,,,,,
B071_bd184702,生物制药,工学,B071,RI,50.0,0.85,,,,,
B071_ef03e947,制药工程,工学,B071,RI,50.0,0.85,,,,,
B071_f7bdd2ad,数学类,理学,B071,IR,50.0,0.85,,,,,
B071_8cc32f83,食品科学与工程类,理学,B071,IR,50.0,0.85,,,,,
B071_c9d36cc2,化学工程与工艺,理学,B071,IR,50.0,0.85,,,,,
B071_9b91223a,食品安全与检测,工学,B071,RI,50.0,0.85,,,,,
B071_1a2b1e08,生物技术,工学,B071,RI,50.0,0.85,,,,,
B071_799b0d33,土木类,工学,B071,RI,50.0,0.85,,,,,
E245_9fd779fd,大数据与会计,管理学,E245,EC,50.0,0.85,,,,,
E245_d71c3f0b,移动互联应用技术,工学,E245,RI,50.0,0.85,,,,,
B508_2782407f,汉语言文学,文学,B508,AS,50.0,0.85,,,,,
B508_2c7dc49e,电气工程及其自动化,工学,B508,RI,50.0,0.85,,,,,
B508_4256513d,财务管理,管理学,B508,EC,50.0,0.85,,,,,
B508_2f88eb15,网络与新媒体,工学,B508,RI,50.0,0.85,,,,,
B508_0974e336,护理学,医学,B508,IS,50.0,0.85,,,,,
B508_aa3f7342,英语,文学,B508,AS,50.0,0.85,,,,,
B508_46129690,电子商务,管理学,B508,EC,50.0,0.85,,,,,
B508_481e1720,商务英语,文学,B508,AS,50.0,0.85,,,,,
B508_859b5b98,市场营销,管理学,B508,EC,50.0,0.85,,,,,
B508_84396dfd,电子信息工程,工学,B508,RI,50.0,0.85,,,,,
B508_9aaf36a4,机械设计制造及其自动化,艺术学,B508,AE,50.0,0.85,,,,,
B508_f42d7a2f,计算机科学与技术,理学,B508,IR,50.0,0.85,,,,,
B508_786ac58d,机器人工程,工学,B508,RI,50.0,0.85,,,,,
B508_68ada59f,经济统计学,经济学,B508,IE,50.0,0.85,,,,,
B508_1b294bf6,工程造价,工学,B508,RI,50.0,0.85,,,,,
B508_f977856e,康复治疗学,医学,B508,IS,50.0,0.85,,,,,
B508_42f28426,新能源科学与工程,理学,B508,IR,50.0,0.85,,,,,
B508_93824d33,通信工程,工学,B508,RI,50.0,0.85,,,,,
B508_7358a7db,新能源材料与器件,工学,B508,RI,50.0,0.85,,,,,
B508_5de8b6c9,物联网工程,工学,B508,RI,50.0,0.85,,,,,
B508_e4f6285f,材料成型及控制工程,工学,B508,RI,50.0,0.85,,,,,
B508_bf991b45,数学与应用数学,理学,B508,IR,50.0,0.85,,,,,
B508_afe1eaff,数据科学与大数据技术,理学,B508,IR,50.0,0.85,,,,,
B508_ecce1d27,材料科学与工程,理学,B508,IR,50.0,0.85,,,,,
B508_c648e1cd,智能建造,工学,B508,RI,50.0,0.85,,,,,
B508_49ba25b1,土木工程,工学,B508,RI,50.0,0.85,,,,,
E827_c9dd8ba7,应用化工技术,工学,E827,RI,50.0,0.85,,,,,
E827_d6274491,电气自动化技术,工学,E827,RI,50.0,0.85,,,,,
E827_17add3f2,机电一体化技术,工学,E827,RI,50.0,0.85,,,,,
E827_8827f1aa,机械制造及自动化,工学,E827,RI,50.0,0.85,,,,,
E827_2e8e55df,分析检验技术,医学,E827,IS,50.0,0.85,,,,,
E827_c915fa39,大数据技术,工学,E827,RI,50.0,0.85,,,,,
E827_e0c7e175,汽车检测与维修技术,工学,E827,RI,50.0,0.85,,,,,
