score,rank
215,66356
220,66299
240,65951
260,65285
280,64341
300,62761
320,59160
340,57074
360,52372
380,47980
400,42619
420,38743
425,37309
440,32728
460,27557
480,20368
500,17454
520,12981
540,9272
550,7558
560,6064
570,4605
580,3662
590,2685
600,1896
610,1259
620,794
630,464
650,114
668,15
