score,rank
641,501
642,464
643,434
644,408
645,376
646,348
647,329
648,307
649,283
650,265
651,239
652,225
653,205
654,182
655,169
656,158
657,147
658,133
659,119
660,111
661,98
662,88
663,77
664,71
665,65
666,58
667,50
668,44
669,41
670,37
